GDS ID	Pubmed ID	MeSH Terms
GDS2778	17572062	Anti-Inflammatory Agents/chemistry ¥ Benzene/metabolism* ¥ Benzene/pharmacology* ¥ Benzoquinones/chemistry ¥ Catechols/metabolism ¥ Cells, Cultured ¥ Cytokines/metabolism ¥ Gene Expression Profiling* ¥ Humans ¥ Hydroquinones/chemistry ¥ Interleukin-10/metabolism ¥ Leukocytes, Mononuclear/metabolism ¥ MAP Kinase Signaling System ¥ Models, Biological ¥ RNA/metabolism
GDS2779	17440432	Adult ¥ Bipolar Disorder/genetics ¥ Bipolar Disorder/metabolism* ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/metabolism ¥ Diseases in Twins/genetics ¥ Female ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation/physiology* ¥ Genome, Human ¥ Heat-Shock Proteins/genetics ¥ Heat-Shock Proteins/metabolism ¥ Humans ¥ Male ¥ Middle Aged ¥ Molecular Chaperones/genetics ¥ Molecular Chaperones/metabolism ¥ Nuclear Proteins/genetics ¥ Nuclear Proteins/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ Signal Transduction/genetics ¥ Signal Transduction/physiology* ¥ Transcription Factors ¥ Twin Studies as Topic ¥ Twins, Monozygotic/genetics* ¥ Wnt Proteins/genetics ¥ Wnt Proteins/metabolism*
GDS2780	17547211	Cell Line, Tumor ¥ Cluster Analysis ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Metals, Heavy/toxicity* ¥ Naphthoquinones/pharmacology ¥ Oligonucleotide Array Sequence Analysis* ¥ Phenol/pharmacology ¥ Principal Component Analysis
GDS2781	17586820	Codon, Nonsense* ¥ Exons ¥ Gene Expression Regulation* ¥ Hela Cells ¥ Humans ¥ RNA, Messenger/metabolism* ¥ Ribonucleoproteins/metabolism*
GDS2782	17566103	Androgen Antagonists/pharmacology ¥ Androgens/pharmacology ¥ Anilides/pharmacology ¥ Base Pair Mismatch ¥ Base Pairing ¥ Base Sequence ¥ Cell Line, Tumor ¥ DNA/metabolism* ¥ Dihydrotestosterone/pharmacology ¥ Gene Expression Regulation, Neoplastic/drug effects* ¥ Humans ¥ Male ¥ Molecular Sequence Data ¥ Nitriles/pharmacology ¥ Nylons*/chemistry ¥ Nylons*/metabolism ¥ Nylons*/pharmacology ¥ Phthalic Acids/chemistry ¥ Promoter Regions, Genetic ¥ Prostate-Specific Antigen/analysis ¥ Prostate-Specific Antigen/genetics ¥ Prostate-Specific Antigen/metabolism ¥ Prostatic Neoplasms/metabolism ¥ Prostatic Neoplasms/pathology* ¥ RNA, Messenger/analysis ¥ RNA, Messenger/metabolism ¥ Receptors, Androgen/metabolism* ¥ Response Elements/genetics ¥ Tosyl Compounds/pharmacology
GDS2785	17505532	Antineoplastic Agents/therapeutic use* ¥ Cell Cycle* ¥ Female ¥ Genes, p53* ¥ Humans ¥ Loss of Heterozygosity ¥ Models, Theoretical ¥ Ovarian Neoplasms/drug therapy* ¥ Ovarian Neoplasms/genetics ¥ Ovarian Neoplasms/pathology ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS2787	17452977	Animals ¥ Apoptosis* ¥ Bone Morphogenetic Protein 7 ¥ Bone Morphogenetic Proteins/genetics* ¥ Breast Neoplasms/metabolism ¥ Breast Neoplasms/pathology ¥ Cell Proliferation* ¥ Cells, Cultured ¥ Chromatin Immunoprecipitation ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/physiology ¥ Epithelial Cells/pathology ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Developmental/physiology* ¥ Histone Deacetylase 2 ¥ Histone Deacetylases/genetics ¥ Histone Deacetylases/metabolism* ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/physiology* ¥ Humans ¥ Immunoprecipitation ¥ Mammary Glands, Animal/pathology* ¥ Mice ¥ Mice, Knockout ¥ Oligonucleotide Array Sequence Analysis ¥ Promoter Regions, Genetic ¥ Repressor Proteins/genetics ¥ Repressor Proteins/metabolism* ¥ Transcription Factors/genetics ¥ Transcription Factors/physiology*
GDS2788	17452977	Animals ¥ Apoptosis* ¥ Bone Morphogenetic Protein 7 ¥ Bone Morphogenetic Proteins/genetics* ¥ Breast Neoplasms/metabolism ¥ Breast Neoplasms/pathology ¥ Cell Proliferation* ¥ Cells, Cultured ¥ Chromatin Immunoprecipitation ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/physiology ¥ Epithelial Cells/pathology ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Developmental/physiology* ¥ Histone Deacetylase 2 ¥ Histone Deacetylases/genetics ¥ Histone Deacetylases/metabolism* ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/physiology* ¥ Humans ¥ Immunoprecipitation ¥ Mammary Glands, Animal/pathology* ¥ Mice ¥ Mice, Knockout ¥ Oligonucleotide Array Sequence Analysis ¥ Promoter Regions, Genetic ¥ Repressor Proteins/genetics ¥ Repressor Proteins/metabolism* ¥ Transcription Factors/genetics ¥ Transcription Factors/physiology*
GDS2789	17452977	Animals ¥ Apoptosis* ¥ Bone Morphogenetic Protein 7 ¥ Bone Morphogenetic Proteins/genetics* ¥ Breast Neoplasms/metabolism ¥ Breast Neoplasms/pathology ¥ Cell Proliferation* ¥ Cells, Cultured ¥ Chromatin Immunoprecipitation ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/physiology ¥ Epithelial Cells/pathology ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Developmental/physiology* ¥ Histone Deacetylase 2 ¥ Histone Deacetylases/genetics ¥ Histone Deacetylases/metabolism* ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/physiology* ¥ Humans ¥ Immunoprecipitation ¥ Mammary Glands, Animal/pathology* ¥ Mice ¥ Mice, Knockout ¥ Oligonucleotide Array Sequence Analysis ¥ Promoter Regions, Genetic ¥ Repressor Proteins/genetics ¥ Repressor Proteins/metabolism* ¥ Transcription Factors/genetics ¥ Transcription Factors/physiology*
GDS2790	17472435	Adipocytes/cytology ¥ Animals ¥ Blood Glucose/genetics ¥ Blood Glucose/metabolism* ¥ Carrier Proteins/genetics ¥ Carrier Proteins/metabolism ¥ Carrier Proteins/physiology* ¥ Cells, Cultured ¥ DNA-Binding Proteins/genetics ¥ Diabetes Mellitus, Type 2/genetics ¥ Diabetes Mellitus, Type 2/metabolism ¥ Diabetes Mellitus, Type 2/physiopathology* ¥ Gene Expression Regulation/physiology* ¥ Genetic Predisposition to Disease ¥ Glucose Clamp Technique ¥ Glucose Intolerance/genetics ¥ Homeostasis/physiology ¥ Humans ¥ Hypoglycemic Agents/pharmacology ¥ Insulin/pharmacology ¥ Linkage Disequilibrium ¥ Muscle, Skeletal/metabolism* ¥ Muscle, Skeletal/pathology ¥ Polymerase Chain Reaction ¥ Polymorphism, Single Nucleotide ¥ Promoter Regions, Genetic/physiology ¥ Protein Array Analysis ¥ Qb-SNARE Proteins/genetics
GDS2791	17472435	Adipocytes/cytology ¥ Animals ¥ Blood Glucose/genetics ¥ Blood Glucose/metabolism* ¥ Carrier Proteins/genetics ¥ Carrier Proteins/metabolism ¥ Carrier Proteins/physiology* ¥ Cells, Cultured ¥ DNA-Binding Proteins/genetics ¥ Diabetes Mellitus, Type 2/genetics ¥ Diabetes Mellitus, Type 2/metabolism ¥ Diabetes Mellitus, Type 2/physiopathology* ¥ Gene Expression Regulation/physiology* ¥ Genetic Predisposition to Disease ¥ Glucose Clamp Technique ¥ Glucose Intolerance/genetics ¥ Homeostasis/physiology ¥ Humans ¥ Hypoglycemic Agents/pharmacology ¥ Insulin/pharmacology ¥ Linkage Disequilibrium ¥ Muscle, Skeletal/metabolism* ¥ Muscle, Skeletal/pathology ¥ Polymerase Chain Reaction ¥ Polymorphism, Single Nucleotide ¥ Promoter Regions, Genetic/physiology ¥ Protein Array Analysis ¥ Qb-SNARE Proteins/genetics
GDS2794	17560996	Basic Helix-Loop-Helix Transcription Factors/genetics ¥ Basic Helix-Loop-Helix Transcription Factors/metabolism ¥ Cell Cycle/physiology ¥ Cell Cycle Proteins/genetics ¥ Cell Cycle Proteins/metabolism ¥ Cell Line, Tumor ¥ Child ¥ Gene Expression Profiling ¥ Humans ¥ Intracellular Signaling Peptides and Proteins/genetics ¥ Intracellular Signaling Peptides and Proteins/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Precursor Cell Lymphoblastic Leukemia-Lymphoma/genetics ¥ Precursor Cell Lymphoblastic Leukemia-Lymphoma/metabolism* ¥ Promoter Regions, Genetic ¥ Receptor, Notch1/genetics ¥ Receptor, Notch1/metabolism* ¥ Repressor Proteins/genetics ¥ Repressor Proteins/metabolism ¥ S-Phase Kinase-Associated Proteins/genetics ¥ S-Phase Kinase-Associated Proteins/metabolism* ¥ Signal Transduction/physiology* ¥ T-Lymphocytes/cytology ¥ T-Lymphocytes/metabolism*
GDS2808	17575094	Aged ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Male ¥ Middle Aged ¥ Neutrophils ¥ Oligonucleotide Array Sequence Analysis ¥ Sepsis/diagnosis ¥ Sepsis/genetics*
GDS2810	16849555	Breast Neoplasms/genetics* ¥ Breast Neoplasms/metabolism ¥ Breast Neoplasms/pathology ¥ Cell Growth Processes/physiology ¥ Cells, Cultured ¥ Gene Expression Profiling ¥ Humans ¥ Mammary Glands, Human/cytology ¥ Mammary Glands, Human/metabolism ¥ Mammary Glands, Human/physiology* ¥ Prognosis
GDS2819	17587440	Analysis of Variance ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Leukemic* ¥ Genetic Techniques* ¥ Humans ¥ Image Processing, Computer-Assisted ¥ Leukemia/genetics* ¥ Leukemia/metabolism* ¥ Leukocytes, Mononuclear/metabolism ¥ Models, Biological ¥ Models, Genetic ¥ Oligonucleotide Array Sequence Analysis ¥ RNA/metabolism ¥ RNA, Neoplasm* ¥ Solvents/chemistry ¥ Tumor Markers, Biological/genetics
GDS2821	17571925	Axons/physiology* ¥ Case-Control Studies ¥ Genetic Predisposition to Disease* ¥ Genomics* ¥ Humans ¥ Neural Pathways/pathology ¥ Neural Pathways/physiopathology ¥ Parkinson Disease/genetics* ¥ Parkinson Disease/pathology ¥ Parkinson Disease/physiopathology ¥ Polymorphism, Single Nucleotide
GDS2822	17579077	Adolescent ¥ Adult ¥ Antibodies, Protozoan/biosynthesis ¥ Antibodies, Protozoan/physiology ¥ B-Lymphocytes/immunology ¥ B-Lymphocytes/pathology ¥ Cell Movement/genetics ¥ Cell Movement/immunology ¥ Chemokine CXCL13 ¥ Chemokines, CXC/biosynthesis ¥ Chemokines, CXC/genetics ¥ Chronic Disease ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Lymphopoiesis/genetics ¥ Lymphopoiesis/immunology* ¥ Macrophage Activation ¥ Macrophages/immunology ¥ Macrophages/metabolism ¥ Malaria, Falciparum/genetics ¥ Malaria, Falciparum/immunology* ¥ Middle Aged ¥ Placenta Diseases/genetics ¥ Placenta Diseases/immunology* ¥ Pregnancy ¥ Up-Regulation/immunology
GDS2824	17519220	Adaptor Proteins, Signal Transducing/biosynthesis ¥ Animals ¥ Autistic Disorder/diagnosis ¥ Autistic Disorder/genetics* ¥ Cluster Analysis ¥ Fragile X Mental Retardation Protein/biosynthesis ¥ Fragile X Syndrome/genetics ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Genome* ¥ Humans ¥ Lymphocytes/metabolism* ¥ Mice ¥ Mice, Knockout ¥ Oligonucleotide Array Sequence Analysis ¥ RNA-Binding Proteins/biosynthesis
GDS2827	17404078	Breast Neoplasms/drug therapy* ¥ Breast Neoplasms/metabolism ¥ Chemotherapy, Adjuvant ¥ Estrogen Receptor alpha/biosynthesis* ¥ Estrogen Receptor beta/biosynthesis* ¥ Female ¥ Gene Expression ¥ Gene Expression Profiling ¥ Humans ¥ Immunohistochemistry ¥ Kaplan-Meier Estimate ¥ Oligonucleotide Array Sequence Analysis ¥ Prognosis ¥ Randomized Controlled Trials as Topic ¥ Selective Estrogen Receptor Modulators/therapeutic use* ¥ Tamoxifen/therapeutic use* ¥ Tumor Markers, Biological/analysis*
GDS2831	17845573	Adult ¥ Cadaver ¥ Cause of Death ¥ Female ¥ Gene Expression ¥ Gene Expression Profiling* ¥ Humans ¥ Lung Transplantation/pathology* ¥ Male ¥ Oligonucleotide Array Sequence Analysis ¥ Postoperative Complications/pathology* ¥ RNA/genetics ¥ RNA/isolation & purification ¥ Retrospective Studies ¥ Tissue Donors/statistics & numerical data* ¥ Transcription, Genetic ¥ Treatment Failure
GDS2832	18393631	Animals ¥ Apoptosis/drug effects* ¥ Apoptosis/physiology ¥ BH3 Interacting Domain Death Agonist Protein/biosynthesis ¥ Cell Cycle Proteins/biosynthesis ¥ Cell Differentiation/drug effects ¥ Cell Differentiation/physiology ¥ Cell Line ¥ Cell Proliferation/drug effects* ¥ Cell Survival/drug effects ¥ Coculture Techniques ¥ Embryonic Stem Cells/cytology ¥ Embryonic Stem Cells/metabolism* ¥ Enzyme Activation/drug effects ¥ Fibroblasts/cytology ¥ Fibroblasts/metabolism ¥ Gene Expression Profiling/methods ¥ Humans ¥ Lysophospholipids/pharmacology* ¥ Mice ¥ Mitogen-Activated Protein Kinase 1/metabolism ¥ Mitogen-Activated Protein Kinase 3/metabolism ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Pluripotent Stem Cells/cytology ¥ Pluripotent Stem Cells/metabolism* ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Sphingosine/analogs & derivatives* ¥ Sphingosine/pharmacology ¥ Transcription, Genetic/drug effects* ¥ Transcription, Genetic/physiology ¥ bcl-2-Associated X Protein/biosynthesis
GDS2833	17555786	Cell Line ¥ Cytokines/biosynthesis* ¥ Cytokines/genetics ¥ Gene Expression Regulation, Viral ¥ Genes, Reporter ¥ Humans ¥ JC Virus/growth & development* ¥ JC Virus/immunology* ¥ Leukoencephalopathy, Progressive Multifocal/immunology ¥ Leukoencephalopathy, Progressive Multifocal/virology ¥ Luciferases/analysis ¥ Luciferases/genetics ¥ Neuroglia/virology* ¥ Oligonucleotide Array Sequence Analysis* ¥ Viral Proteins/biosynthesis
GDS2834	17555786	Cell Line ¥ Cytokines/biosynthesis* ¥ Cytokines/genetics ¥ Gene Expression Regulation, Viral ¥ Genes, Reporter ¥ Humans ¥ JC Virus/growth & development* ¥ JC Virus/immunology* ¥ Leukoencephalopathy, Progressive Multifocal/immunology ¥ Leukoencephalopathy, Progressive Multifocal/virology ¥ Luciferases/analysis ¥ Luciferases/genetics ¥ Neuroglia/virology* ¥ Oligonucleotide Array Sequence Analysis* ¥ Viral Proteins/biosynthesis
GDS2835	17640886	B-Cell Activating Factor/genetics ¥ B-Cell Activating Factor/immunology ¥ B-Cell Activating Factor/metabolism* ¥ B-Cell Maturation Antigen/immunology ¥ B-Cell Maturation Antigen/metabolism ¥ Endometriosis/genetics ¥ Endometriosis/immunology ¥ Endometriosis/metabolism* ¥ Endometriosis/pathology* ¥ Female ¥ Gene Expression Regulation* ¥ Humans ¥ Macrophages/cytology ¥ Macrophages/metabolism ¥ Plasma Cells/cytology ¥ Plasma Cells/metabolism* ¥ Signal Transduction/immunology
GDS2838	17634102	Aortic Aneurysm, Abdominal/genetics* ¥ Aortic Aneurysm, Abdominal/immunology ¥ Cell Movement ¥ Databases, Genetic ¥ Gene Expression Profiling* ¥ Gene Expression Regulation ¥ Genetic Techniques ¥ Genome ¥ Genome, Human* ¥ Humans ¥ Immune System ¥ Models, Biological ¥ Models, Genetic ¥ Oligonucleotide Array Sequence Analysis* ¥ Principal Component Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS2842	16158187	Adenovirus E1A Proteins/analysis ¥ Adenovirus E1A Proteins/genetics* ¥ Cell Nucleus/chemistry ¥ Gene Expression ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ Male ¥ Matrix Metalloproteinase 2/genetics ¥ Neoplasm Staging ¥ Oligonucleotide Array Sequence Analysis ¥ Proto-Oncogene Proteins/analysis ¥ Proto-Oncogene Proteins/genetics* ¥ Seminoma/genetics* ¥ Seminoma/metabolism ¥ Testicular Neoplasms/genetics* ¥ Testis/metabolism ¥ Up-Regulation
GDS2847	18241849	Anisomycin/pharmacology* ¥ Apoptosis/drug effects* ¥ Base Sequence ¥ DNA Primers ¥ Flow Cytometry ¥ Gene Expression Regulation, Neoplastic/drug effects* ¥ Humans ¥ U937 Cells
GDS2855	16478798	Biopsy ¥ Child ¥ DNA Fingerprinting ¥ Gene Expression Profiling/methods ¥ Humans ¥ Lamin Type A/genetics* ¥ Membrane Proteins/genetics ¥ Models, Statistical ¥ Muscle, Skeletal/pathology ¥ Muscle, Skeletal/physiology* ¥ Muscular Dystrophies/genetics* ¥ Muscular Dystrophies/metabolism ¥ Muscular Dystrophies/pathology ¥ Muscular Dystrophy, Emery-Dreifuss/genetics ¥ Muscular Dystrophy, Emery-Dreifuss/metabolism ¥ Muscular Dystrophy, Emery-Dreifuss/pathology ¥ Mutation ¥ MyoD Protein/metabolism ¥ Nuclear Envelope/pathology* ¥ Nuclear Proteins ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Protein Binding ¥ RNA, Messenger/genetics ¥ Regeneration/genetics* ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Thymopoietins/genetics ¥ Transcription, Genetic
GDS2856	15668391	Base Sequence* ¥ Breast Neoplasms ¥ Cell Line, Tumor ¥ Cells, Cultured ¥ Cluster Analysis ¥ DNA, Complementary/chemistry ¥ Female ¥ Gene Expression Regulation/physiology* ¥ Humans ¥ Lipopolysaccharides/pharmacology* ¥ Macrophage Activation/drug effects ¥ Macrophage Activation/physiology* ¥ Macrophages/drug effects ¥ Macrophages/physiology* ¥ Models, Genetic ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Reproducibility of Results
GDS2858	17095618	Apoptosis/drug effects* ¥ Calgranulin A* ¥ Calgranulin B/pharmacology* ¥ Caspases/metabolism* ¥ Cell Communication ¥ Cell Line ¥ Endothelial Cells/cytology* ¥ Endothelial Cells/drug effects ¥ Endothelial Cells/metabolism* ¥ Enzyme Activation/drug effects ¥ Gene Expression Regulation ¥ Humans ¥ Kinetics ¥ Microscopy, Electron, Transmission ¥ Mitochondria/drug effects ¥ Mitochondria/metabolism ¥ Necrosis/metabolism ¥ Necrosis/pathology ¥ Proto-Oncogene Proteins c-bcl-2/genetics ¥ Proto-Oncogene Proteins c-bcl-2/metabolism ¥ Receptors, Death Domain/metabolism ¥ Signal Transduction
GDS2860	17911395	Adrenal Cortex Neoplasms/metabolism ¥ Adrenal Cortex Neoplasms/secretion* ¥ Adrenocortical Adenoma/metabolism ¥ Adrenocortical Adenoma/secretion* ¥ Aldosterone/secretion* ¥ Base Sequence ¥ Case-Control Studies ¥ Gene Expression Profiling ¥ Humans ¥ Hyperaldosteronism/etiology* ¥ Hyperaldosteronism/metabolism ¥ Molecular Sequence Data ¥ Oligonucleotide Array Sequence Analysis ¥ Receptors, G-Protein-Coupled/genetics* ¥ Receptors, G-Protein-Coupled/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Statistics, Nonparametric
GDS2861	17660348	Apoptosis/drug effects ¥ Apoptosis/genetics ¥ Breast Neoplasms/drug therapy ¥ Breast Neoplasms/metabolism* ¥ Cell Cycle/drug effects ¥ Cell Cycle/genetics ¥ Cell Line, Tumor ¥ Cell Proliferation/drug effects ¥ DNA-Binding Proteins/biosynthesis ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/physiology* ¥ Drug Resistance, Neoplasm/genetics* ¥ Estrogen Antagonists/pharmacology* ¥ Estrogen Receptor Modulators/pharmacology* ¥ Estrogen Receptor alpha/biosynthesis ¥ Estrogen Receptor alpha/genetics ¥ Estrogens/metabolism ¥ Estrogens/physiology* ¥ Female ¥ Growth Inhibitors/pharmacology ¥ Humans ¥ Mitochondrial Proteins/biosynthesis ¥ Mitochondrial Proteins/genetics ¥ Mitochondrial Proteins/physiology ¥ Nuclear Proteins/biosynthesis ¥ Nuclear Proteins/genetics ¥ Nuclear Proteins/physiology* ¥ RNA Splicing/genetics ¥ Transcription Factors ¥ Transfection ¥ Up-Regulation/genetics
GDS2865	17640904	Adenocarcinoma/genetics ¥ Adenocarcinoma/metabolism ¥ Adenocarcinoma/pathology ¥ Animals ¥ Cell Differentiation ¥ Cell Line, Tumor ¥ Disease Progression ¥ Down-Regulation ¥ Humans ¥ Male ¥ Membrane Proteins/deficiency ¥ Membrane Proteins/genetics ¥ Membrane Proteins/metabolism* ¥ Mice ¥ Mice, Inbred C57BL ¥ Mice, Knockout ¥ Neoplasm Metastasis/genetics ¥ Neoplasm Metastasis/pathology ¥ Prostatic Neoplasms/genetics ¥ Prostatic Neoplasms/metabolism* ¥ Prostatic Neoplasms/pathology* ¥ Tumor Suppressor Proteins/genetics ¥ Tumor Suppressor Proteins/metabolism* ¥ Xenograft Model Antitumor Assays
GDS2866	18084737	ADAM Proteins/genetics ¥ ADAM Proteins/metabolism* ¥ Animals ¥ Blotting, Western ¥ Cattle ¥ Cell Line ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Leukocytes, Mononuclear/drug effects ¥ Leukocytes, Mononuclear/enzymology ¥ Macrophages/drug effects ¥ Macrophages/enzymology* ¥ Methylprednisolone/pharmacology* ¥ Mifepristone/pharmacology ¥ Monocytes/drug effects ¥ Monocytes/enzymology* ¥ Organ Specificity/drug effects ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ Receptors, Glucocorticoid/metabolism
GDS2867	16319531	Cell Line, Tumor ¥ Cell Proliferation ¥ Cyclin-Dependent Kinase Inhibitor p21/genetics ¥ DNA-Binding Proteins ¥ Ectodermal Dysplasia/genetics ¥ Ectodermal Dysplasia/metabolism* ¥ Ectodermal Dysplasia/pathology* ¥ Gene Expression Profiling ¥ Gene Expression Regulation ¥ Genes, Tumor Suppressor ¥ Glutamine/genetics* ¥ Glutamine/metabolism ¥ Humans ¥ Mutation/genetics* ¥ Phosphoproteins/genetics* ¥ Phosphoproteins/metabolism* ¥ Promoter Regions, Genetic/genetics ¥ Protein Isoforms ¥ Proto-Oncogene Proteins c-mdm2/genetics ¥ Trans-Activators/genetics* ¥ Trans-Activators/metabolism* ¥ Transcription, Genetic/genetics* ¥ Tumor Suppressor Proteins
GDS2868	17490972	Aged ¥ Aged, 80 and over ¥ Aging/metabolism* ¥ Analysis of Variance ¥ Dietary Proteins/administration & dosage* ¥ Dietary Proteins/blood ¥ Dietary Proteins/metabolism* ¥ Dietary Proteins/urine ¥ Female ¥ Gene Expression Regulation* ¥ Humans ¥ Male ¥ Middle Aged ¥ Muscle, Skeletal/metabolism* ¥ Polymerase Chain Reaction/methods ¥ Protein Array Analysis ¥ RNA, Messenger/metabolism*
GDS287	12783983	Adult ¥ Aged ¥ Aging/genetics* ¥ Gene Expression Profiling/methods* ¥ Gene Expression Regulation/genetics ¥ Genes/genetics ¥ Humans ¥ Male ¥ Muscle, Skeletal/chemistry* ¥ Muscle, Skeletal/physiology* ¥ Muscular Atrophy/genetics ¥ Myosin Heavy Chains/genetics ¥ Oligonucleotide Array Sequence Analysis/methods ¥ RNA, Messenger/biosynthesis ¥ RNA, Messenger/genetics
GDS288	12783983	Adult ¥ Aged ¥ Aging/genetics* ¥ Gene Expression Profiling/methods* ¥ Gene Expression Regulation/genetics ¥ Genes/genetics ¥ Humans ¥ Male ¥ Muscle, Skeletal/chemistry* ¥ Muscle, Skeletal/physiology* ¥ Muscular Atrophy/genetics ¥ Myosin Heavy Chains/genetics ¥ Oligonucleotide Array Sequence Analysis/methods ¥ RNA, Messenger/biosynthesis ¥ RNA, Messenger/genetics
GDS2880	17699851	Animals ¥ Carcinoma, Renal Cell/chemistry ¥ Carcinoma, Renal Cell/prevention & control* ¥ Cell Line, Tumor ¥ Cell Proliferation ¥ DNA Methylation ¥ Female ¥ Glycoproteins/analysis ¥ Glycoproteins/genetics ¥ Glycoproteins/physiology* ¥ Humans ¥ Kidney Neoplasms/chemistry ¥ Kidney Neoplasms/prevention & control* ¥ Mice ¥ Phenotype ¥ Signal Transduction ¥ Tumor Suppressor Proteins/physiology* ¥ Wnt Proteins/physiology
GDS2881	17699851	Animals ¥ Carcinoma, Renal Cell/chemistry ¥ Carcinoma, Renal Cell/prevention & control* ¥ Cell Line, Tumor ¥ Cell Proliferation ¥ DNA Methylation ¥ Female ¥ Glycoproteins/analysis ¥ Glycoproteins/genetics ¥ Glycoproteins/physiology* ¥ Humans ¥ Kidney Neoplasms/chemistry ¥ Kidney Neoplasms/prevention & control* ¥ Mice ¥ Phenotype ¥ Signal Transduction ¥ Tumor Suppressor Proteins/physiology* ¥ Wnt Proteins/physiology
GDS2883	17545577	Chromosome Mapping/methods* ¥ DNA, Viral/metabolism ¥ Diphosphates/metabolism ¥ Epigenesis, Genetic* ¥ Gene Expression Profiling ¥ Genome ¥ HIV/genetics* ¥ Humans ¥ Jurkat Cells ¥ Models, Genetic ¥ Molecular Sequence Data ¥ Nucleosomes/metabolism ¥ Sequence Analysis, DNA ¥ Virus Integration/genetics*
GDS2887	17724341	Biological Markers/blood ¥ Gene Expression Regulation ¥ Humans ¥ Huntington Disease/blood* ¥ Huntington Disease/genetics* ¥ Intracellular Membranes/metabolism* ¥ Lymphocytes/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA/genetics ¥ Transcription, Genetic/genetics*
GDS2889	17655762	Air Pollutants/toxicity* ¥ Atherosclerosis/chemically induced ¥ Atherosclerosis/genetics ¥ Cell Line ¥ Endothelium, Vascular/drug effects* ¥ Endothelium, Vascular/metabolism ¥ Gene Expression/drug effects ¥ Gene Expression Profiling* ¥ Gene Expression Regulation ¥ Genome, Human ¥ Heme Oxygenase-1/genetics ¥ Humans ¥ Phosphatidylcholines/toxicity* ¥ Vasculitis/chemically induced ¥ Vasculitis/genetics ¥ Vehicle Emissions/toxicity*
GDS2892	17663987	Animals ¥ Cell Line ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation* ¥ Hela Cells ¥ Humans ¥ Oligonucleotide Array Sequence Analysis/methods ¥ RNA Interference ¥ Rats ¥ Retinal Ganglion Cells/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Transcription Factor TFIIIA/genetics* ¥ Transcription Factor TFIIIA/metabolism* ¥ Transfection
GDS2902	17442415	Cell Adhesion ¥ Cell Hypoxia ¥ Cells, Cultured ¥ Endothelial Cells/metabolism* ¥ Endothelial Cells/pathology ¥ Extracellular Matrix/metabolism ¥ Gene Expression Profiling ¥ Gene Expression Regulation/physiology* ¥ Humans ¥ Lymphatic Metastasis ¥ Lymphatic Vessels/metabolism* ¥ Lymphatic Vessels/pathology ¥ Neoplasms/metabolism ¥ Neoplasms/pathology ¥ Oligonucleotide Array Sequence Analysis ¥ Reactive Oxygen Species/metabolism
GDS2908	17713554	Antigens, CD3/biosynthesis ¥ Apoptosis ¥ Chromosome Aberrations ¥ Chromosome Inversion* ¥ Chromosome Mapping/methods* ¥ Chromosomes, Human, Pair 14* ¥ DNA Repair ¥ Disease Progression ¥ Gene Dosage ¥ Gene Expression Profiling* ¥ Humans ¥ Leukemia, Prolymphocytic/genetics* ¥ Leukemia, T-Cell/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Polymorphism, Single Nucleotide*
