disease,integration type,experiment,threshold,features,accuracy,train instances,test instances,total_instances
Infertility,multi,GDS2696,20,80,40,34,10,44
Infertility,multi,GDS2696,20,90,40,34,10,44
Infertility,multi,GDS2697,20,10,68.75,28,16,44
Infertility,multi,GDS2697,20,20,68.75,28,16,44
Infertility,multi,GDS2697,20,30,68.75,28,16,44
Infertility,multi,GDS2697,20,40,68.75,28,16,44
Infertility,multi,GDS2697,20,50,68.75,28,16,44
Infertility,multi,GDS2697,20,60,68.75,28,16,44
Infertility,multi,GDS2697,20,70,56.25,28,16,44
Infertility,multi,GDS2697,20,80,62.5,28,16,44
Infertility,multi,GDS2697,20,90,62.5,28,16,44
Infertility,multi,GDS2695,30,10,71.4286,37,7,44
Infertility,multi,GDS2695,30,20,71.4286,37,7,44
Infertility,multi,GDS2695,30,30,71.4286,37,7,44
Infertility,multi,GDS2695,30,40,71.4286,37,7,44
Infertility,multi,GDS2695,30,50,71.4286,37,7,44
Infertility,multi,GDS2695,30,60,71.4286,37,7,44
Infertility,multi,GDS2695,30,70,57.1429,37,7,44
Infertility,multi,GDS2695,30,80,57.1429,37,7,44
Infertility,multi,GDS2695,30,90,57.1429,37,7,44
Infertility,multi,GDS2696,30,10,33.3333,35,9,44
Infertility,multi,GDS2696,30,20,33.3333,35,9,44
Infertility,multi,GDS2696,30,30,33.3333,35,9,44
Infertility,multi,GDS2696,30,40,33.3333,35,9,44
Infertility,multi,GDS2696,30,50,33.3333,35,9,44
Infertility,multi,GDS2696,30,60,33.3333,35,9,44
Infertility,multi,GDS2696,30,70,33.3333,35,9,44
Infertility,multi,GDS2696,30,80,33.3333,35,9,44
Infertility,multi,GDS2696,30,90,33.3333,35,9,44
Infertility,multi,GDS2697,30,10,71.4286,30,14,44
Infertility,multi,GDS2697,30,20,71.4286,30,14,44
Infertility,multi,GDS2697,30,30,64.2857,30,14,44
Infertility,multi,GDS2697,30,40,64.2857,30,14,44
Infertility,multi,GDS2697,30,50,35.7143,30,14,44
Infertility,multi,GDS2697,30,60,28.5714,30,14,44
Infertility,multi,GDS2697,30,70,35.7143,30,14,44
Infertility,multi,GDS2697,30,80,57.1429,30,14,44
Infertility,multi,GDS2697,30,90,35.7143,30,14,44
Infertility,multi,GDS2695,40,10,66.6667,38,6,44
Infertility,multi,GDS2695,40,20,50,38,6,44
Infertility,multi,GDS2695,40,30,50,38,6,44
Infertility,multi,GDS2695,40,40,50,38,6,44
Infertility,multi,GDS2695,40,50,50,38,6,44
Infertility,multi,GDS2695,40,60,50,38,6,44
Infertility,multi,GDS2695,40,70,50,38,6,44
Infertility,multi,GDS2695,40,80,50,38,6,44
Infertility,multi,GDS2695,40,90,50,38,6,44
Infertility,multi,GDS2696,40,10,42.8571,37,7,44
Infertility,multi,GDS2696,40,20,42.8571,37,7,44
Infertility,multi,GDS2696,40,30,42.8571,37,7,44
Infertility,multi,GDS2696,40,40,42.8571,37,7,44
Infertility,multi,GDS2696,40,50,42.8571,37,7,44
Infertility,multi,GDS2696,40,60,42.8571,37,7,44
Infertility,multi,GDS2696,40,70,42.8571,37,7,44
Infertility,multi,GDS2696,40,80,42.8571,37,7,44
Infertility,multi,GDS2696,40,90,42.8571,37,7,44
Infertility,multi,GDS2697,40,10,75,32,12,44
Infertility,multi,GDS2697,40,20,75,32,12,44
Infertility,multi,GDS2697,40,30,66.6667,32,12,44
Infertility,multi,GDS2697,40,40,66.6667,32,12,44
Infertility,multi,GDS2697,40,50,66.6667,32,12,44
Infertility,multi,GDS2697,40,60,33.3333,32,12,44
Infertility,multi,GDS2697,40,70,33.3333,32,12,44
Infertility,multi,GDS2697,40,80,66.6667,32,12,44
Infertility,multi,GDS2697,40,90,58.3333,32,12,44
Infertility,multi,GDS2695,50,10,60,39,5,44
Infertility,multi,GDS2695,50,20,80,39,5,44
Infertility,multi,GDS2695,50,30,80,39,5,44
Infertility,multi,GDS2695,50,40,60,39,5,44
Infertility,multi,GDS2695,50,50,60,39,5,44
Infertility,multi,GDS2695,50,60,60,39,5,44
Infertility,multi,GDS2695,50,70,60,39,5,44
Infertility,multi,GDS2695,50,80,60,39,5,44
Infertility,multi,GDS2695,50,90,60,39,5,44
Infertility,multi,GDS2696,50,10,50,38,6,44
Infertility,multi,GDS2696,50,20,50,38,6,44
Infertility,multi,GDS2696,50,30,50,38,6,44
Infertility,multi,GDS2696,50,40,50,38,6,44
Infertility,multi,GDS2696,50,50,50,38,6,44
Infertility,multi,GDS2696,50,60,50,38,6,44
Infertility,multi,GDS2696,50,70,50,38,6,44
Infertility,multi,GDS2696,50,80,50,38,6,44
Infertility,multi,GDS2696,50,90,50,38,6,44
Infertility,multi,GDS2697,50,10,70,34,10,44
Infertility,multi,GDS2697,50,20,70,34,10,44
Infertility,multi,GDS2697,50,30,70,34,10,44
Infertility,multi,GDS2697,50,40,70,34,10,44
Infertility,multi,GDS2697,50,50,70,34,10,44
Infertility,multi,GDS2697,50,60,80,34,10,44
Infertility,multi,GDS2697,50,70,80,34,10,44
Infertility,multi,GDS2697,50,80,70,34,10,44
Infertility,multi,GDS2697,50,90,70,34,10,44
Infertility,multi,GDS2695,60,10,75,40,4,44
Infertility,multi,GDS2695,60,20,50,40,4,44
Infertility,multi,GDS2695,60,30,50,40,4,44
Infertility,multi,GDS2695,60,40,50,40,4,44
Infertility,multi,GDS2695,60,50,50,40,4,44
Infertility,multi,GDS2695,60,60,50,40,4,44
Infertility,multi,GDS2695,60,70,50,40,4,44
Infertility,multi,GDS2695,60,80,50,40,4,44
Infertility,multi,GDS2695,60,90,50,40,4,44
Infertility,multi,GDS2696,60,10,60,39,5,44
Infertility,multi,GDS2696,60,20,40,39,5,44
Infertility,multi,GDS2696,60,30,60,39,5,44
Infertility,multi,GDS2696,60,40,60,39,5,44
Infertility,multi,GDS2696,60,50,60,39,5,44
Infertility,multi,GDS2696,60,60,60,39,5,44
Infertility,multi,GDS2696,60,70,60,39,5,44
Infertility,multi,GDS2696,60,80,60,39,5,44
Infertility,multi,GDS2696,60,90,60,39,5,44
Infertility,multi,GDS2697,60,10,75,36,8,44
Infertility,multi,GDS2697,60,20,75,36,8,44
Infertility,multi,GDS2697,60,30,75,36,8,44
Infertility,multi,GDS2697,60,40,75,36,8,44
Infertility,multi,GDS2697,60,50,75,36,8,44
Infertility,multi,GDS2697,60,60,75,36,8,44
Infertility,multi,GDS2697,60,70,75,36,8,44
Infertility,multi,GDS2697,60,80,75,36,8,44
Infertility,multi,GDS2697,60,90,75,36,8,44
Infertility,multi,GDS2695,70,10,33.3333,41,3,44
Infertility,multi,GDS2695,70,20,33.3333,41,3,44
Infertility,multi,GDS2695,70,30,33.3333,41,3,44
Infertility,multi,GDS2695,70,40,33.3333,41,3,44
Infertility,multi,GDS2695,70,50,33.3333,41,3,44
Infertility,multi,GDS2695,70,60,33.3333,41,3,44
Infertility,multi,GDS2695,70,70,33.3333,41,3,44
Infertility,multi,GDS2695,70,80,33.3333,41,3,44
Infertility,multi,GDS2695,70,90,33.3333,41,3,44
Infertility,multi,GDS2696,70,10,66.6667,41,3,44
Infertility,multi,GDS2696,70,20,33.3333,41,3,44
Infertility,multi,GDS2696,70,30,33.3333,41,3,44
Infertility,multi,GDS2696,70,40,33.3333,41,3,44
Infertility,multi,GDS2696,70,50,33.3333,41,3,44
Infertility,multi,GDS2696,70,60,33.3333,41,3,44
Infertility,multi,GDS2696,70,70,33.3333,41,3,44
Infertility,multi,GDS2696,70,80,33.3333,41,3,44
Infertility,multi,GDS2696,70,90,33.3333,41,3,44
Infertility,multi,GDS2697,70,10,83.3333,38,6,44
Infertility,multi,GDS2697,70,20,83.3333,38,6,44
Infertility,multi,GDS2697,70,30,83.3333,38,6,44
Infertility,multi,GDS2697,70,40,83.3333,38,6,44
Infertility,multi,GDS2697,70,50,83.3333,38,6,44
Infertility,multi,GDS2697,70,60,83.3333,38,6,44
Infertility,multi,GDS2697,70,70,83.3333,38,6,44
Infertility,multi,GDS2697,70,80,83.3333,38,6,44
Infertility,multi,GDS2697,70,90,83.3333,38,6,44
Infertility,multi,GDS2695,80,10,100,42,2,44
Infertility,multi,GDS2695,80,20,0,42,2,44
Infertility,multi,GDS2695,80,30,0,42,2,44
Infertility,multi,GDS2695,80,40,0,42,2,44
Infertility,multi,GDS2695,80,50,0,42,2,44
Infertility,multi,GDS2695,80,60,0,42,2,44
Infertility,multi,GDS2695,80,70,0,42,2,44
Infertility,multi,GDS2695,80,80,0,42,2,44
Infertility,multi,GDS2695,80,90,0,42,2,44
Infertility,multi,GDS2696,80,10,50,42,2,44
Infertility,multi,GDS2696,80,20,50,42,2,44
Infertility,multi,GDS2696,80,30,50,42,2,44
Infertility,multi,GDS2696,80,40,50,42,2,44
Infertility,multi,GDS2696,80,50,50,42,2,44
Infertility,multi,GDS2696,80,60,50,42,2,44
Infertility,multi,GDS2696,80,70,50,42,2,44
Infertility,multi,GDS2696,80,80,50,42,2,44
Infertility,multi,GDS2696,80,90,50,42,2,44
Infertility,multi,GDS2697,80,10,75,40,4,44
Infertility,multi,GDS2697,80,20,75,40,4,44
Infertility,multi,GDS2697,80,30,50,40,4,44
Infertility,multi,GDS2697,80,40,50,40,4,44
Infertility,multi,GDS2697,80,50,50,40,4,44
Infertility,multi,GDS2697,80,60,50,40,4,44
Infertility,multi,GDS2697,80,70,50,40,4,44
Infertility,multi,GDS2697,80,80,50,40,4,44
Infertility,multi,GDS2697,80,90,50,40,4,44
Infertility,multi,GDS2695,90,10,100,43,1,44
Infertility,multi,GDS2695,90,20,100,43,1,44
Infertility,multi,GDS2695,90,30,0,43,1,44
Infertility,multi,GDS2695,90,40,0,43,1,44
Infertility,multi,GDS2695,90,50,0,43,1,44
Infertility,multi,GDS2695,90,60,0,43,1,44
Infertility,multi,GDS2695,90,70,0,43,1,44
Infertility,multi,GDS2695,90,80,0,43,1,44
Infertility,multi,GDS2695,90,90,0,43,1,44
Infertility,multi,GDS2696,90,10,100,43,1,44
Infertility,multi,GDS2696,90,20,100,43,1,44
Infertility,multi,GDS2696,90,30,100,43,1,44
Infertility,multi,GDS2696,90,40,100,43,1,44
Infertility,multi,GDS2696,90,50,100,43,1,44
Infertility,multi,GDS2696,90,60,100,43,1,44
Infertility,multi,GDS2696,90,70,100,43,1,44
Infertility,multi,GDS2696,90,80,100,43,1,44
Infertility,multi,GDS2696,90,90,100,43,1,44
Infertility,multi,GDS2697,90,10,100,42,2,44
Infertility,multi,GDS2697,90,20,100,42,2,44
Infertility,multi,GDS2697,90,30,100,42,2,44
Infertility,multi,GDS2697,90,40,100,42,2,44
Infertility,multi,GDS2697,90,50,100,42,2,44
Infertility,multi,GDS2697,90,60,50,42,2,44
Infertility,multi,GDS2697,90,70,50,42,2,44
Infertility,multi,GDS2697,90,80,50,42,2,44
Infertility,multi,GDS2697,90,90,50,42,2,44
Acne_Vulgaris,single,GDS2478,10,10,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,20,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,30,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,40,87.5,2,16,18
Acne_Vulgaris,single,GDS2478,10,50,87.5,2,16,18
Acne_Vulgaris,single,GDS2478,10,60,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,70,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,80,81.25,2,16,18
Acne_Vulgaris,single,GDS2478,10,90,81.25,2,16,18
Acne_Vulgaris,single,GDS3215,10,10,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,20,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,30,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,40,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,50,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,60,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,70,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,80,40,1,5,6
Acne_Vulgaris,single,GDS3215,10,90,40,1,5,6
Acne_Vulgaris,single,GDS3218,10,10,90,2,10,12
Acne_Vulgaris,single,GDS3218,10,20,80,2,10,12
Acne_Vulgaris,single,GDS3218,10,30,80,2,10,12
Acne_Vulgaris,single,GDS3218,10,40,60,2,10,12
Acne_Vulgaris,single,GDS3218,10,50,60,2,10,12
Acne_Vulgaris,single,GDS3218,10,60,60,2,10,12
Acne_Vulgaris,single,GDS3218,10,70,60,2,10,12
Acne_Vulgaris,single,GDS3218,10,80,60,2,10,12
Acne_Vulgaris,single,GDS3218,10,90,60,2,10,12
Acne_Vulgaris,single,GDS2478,20,10,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,20,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,30,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,40,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,50,92.8571,4,14,18
Acne_Vulgaris,single,GDS2478,20,60,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,70,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,80,100,4,14,18
Acne_Vulgaris,single,GDS2478,20,90,100,4,14,18
Acne_Vulgaris,single,GDS3215,20,10,75,2,4,6
Acne_Vulgaris,single,GDS3215,20,20,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,30,75,2,4,6
Acne_Vulgaris,single,GDS3215,20,40,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,50,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,60,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,70,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,80,100,2,4,6
Acne_Vulgaris,single,GDS3215,20,90,100,2,4,6
Acne_Vulgaris,single,GDS3218,20,10,66.6667,3,9,12
Acne_Vulgaris,single,GDS3218,20,20,66.6667,3,9,12
Acne_Vulgaris,single,GDS3218,20,30,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,40,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,50,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,60,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,70,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,80,55.5556,3,9,12
Acne_Vulgaris,single,GDS3218,20,90,55.5556,3,9,12
Acne_Vulgaris,single,GDS2478,30,10,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,20,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,30,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,40,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,50,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,60,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,70,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,80,100,6,12,18
Acne_Vulgaris,single,GDS2478,30,90,100,6,12,18
Acne_Vulgaris,single,GDS3215,30,10,75,2,4,6
Acne_Vulgaris,single,GDS3215,30,20,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,30,75,2,4,6
Acne_Vulgaris,single,GDS3215,30,40,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,50,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,60,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,70,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,80,100,2,4,6
Acne_Vulgaris,single,GDS3215,30,90,100,2,4,6
Acne_Vulgaris,single,GDS3218,30,10,62.5,4,8,12
Acne_Vulgaris,single,GDS3218,30,20,62.5,4,8,12
Acne_Vulgaris,single,GDS3218,30,30,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,40,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,50,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,60,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,70,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,80,50,4,8,12
Acne_Vulgaris,single,GDS3218,30,90,50,4,8,12
Acne_Vulgaris,single,GDS2478,40,10,70,8,10,18
Acne_Vulgaris,single,GDS2478,40,20,70,8,10,18
Acne_Vulgaris,single,GDS2478,40,30,90,8,10,18
Acne_Vulgaris,single,GDS2478,40,40,90,8,10,18
Acne_Vulgaris,single,GDS2478,40,50,90,8,10,18
Acne_Vulgaris,single,GDS2478,40,60,90,8,10,18
Acne_Vulgaris,single,GDS2478,40,70,100,8,10,18
Acne_Vulgaris,single,GDS2478,40,80,100,8,10,18
Acne_Vulgaris,single,GDS2478,40,90,100,8,10,18
Acne_Vulgaris,single,GDS3215,40,10,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,20,33.3333,3,3,6
Acne_Vulgaris,single,GDS3215,40,30,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,40,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,50,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,60,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,70,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,80,100,3,3,6
Acne_Vulgaris,single,GDS3215,40,90,100,3,3,6
Acne_Vulgaris,single,GDS3218,40,10,57.1429,5,7,12
Acne_Vulgaris,single,GDS3218,40,20,57.1429,5,7,12
Acne_Vulgaris,single,GDS3218,40,30,57.1429,5,7,12
Acne_Vulgaris,single,GDS3218,40,40,71.4286,5,7,12
Acne_Vulgaris,single,GDS3218,40,50,71.4286,5,7,12
Acne_Vulgaris,single,GDS3218,40,60,85.7143,5,7,12
Acne_Vulgaris,single,GDS3218,40,70,85.7143,5,7,12
Acne_Vulgaris,single,GDS3218,40,80,71.4286,5,7,12
Acne_Vulgaris,single,GDS3218,40,90,71.4286,5,7,12
Acne_Vulgaris,single,GDS2478,50,10,66.6667,9,9,18
Acne_Vulgaris,single,GDS2478,50,20,77.7778,9,9,18
Acne_Vulgaris,single,GDS2478,50,30,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,40,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,50,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,60,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,70,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,80,88.8889,9,9,18
Acne_Vulgaris,single,GDS2478,50,90,88.8889,9,9,18
Acne_Vulgaris,single,GDS3215,50,10,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,20,33.3333,3,3,6
Acne_Vulgaris,single,GDS3215,50,30,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,40,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,50,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,60,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,70,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,80,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,90,100,3,3,6
Acne_Vulgaris,single,GDS3218,50,10,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,20,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,30,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,40,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,50,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,60,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,70,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,80,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,90,66.6667,6,6,12
Acne_Vulgaris,single,GDS2478,60,10,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,20,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,30,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,40,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,50,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,60,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,70,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,80,100,11,7,18
Acne_Vulgaris,single,GDS2478,60,90,100,11,7,18
Acne_Vulgaris,single,GDS3215,60,10,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,20,50,4,2,6
Acne_Vulgaris,single,GDS3215,60,30,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,40,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,50,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,60,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,70,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,80,100,4,2,6
Acne_Vulgaris,single,GDS3215,60,90,100,4,2,6
Acne_Vulgaris,single,GDS3218,60,10,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,20,100,8,4,12
Acne_Vulgaris,single,GDS3218,60,30,100,8,4,12
Acne_Vulgaris,single,GDS3218,60,40,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,50,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,60,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,70,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,80,75,8,4,12
Acne_Vulgaris,single,GDS3218,60,90,100,8,4,12
Acne_Vulgaris,single,GDS2478,70,10,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,20,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,30,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,40,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,50,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,60,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,70,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,80,100,13,5,18
Acne_Vulgaris,single,GDS2478,70,90,100,13,5,18
Acne_Vulgaris,single,GDS3215,70,10,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,20,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,30,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,40,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,50,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,60,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,70,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,80,100,5,1,6
Acne_Vulgaris,single,GDS3215,70,90,100,5,1,6
Acne_Vulgaris,single,GDS3218,70,10,0,9,3,12
Acne_Vulgaris,single,GDS3218,70,20,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,70,30,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,40,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,50,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,60,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,70,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,80,66.6667,9,3,12
Acne_Vulgaris,single,GDS3218,70,90,66.6667,9,3,12
Acne_Vulgaris,single,GDS2478,80,10,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,20,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,30,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,40,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,50,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,60,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,70,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,80,100,15,3,18
Acne_Vulgaris,single,GDS2478,80,90,100,15,3,18
Acne_Vulgaris,single,GDS3215,80,10,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,20,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,30,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,40,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,50,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,60,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,70,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,80,100,5,1,6
Acne_Vulgaris,single,GDS3215,80,90,100,5,1,6
Acne_Vulgaris,single,GDS3218,80,10,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,20,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,30,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,40,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,50,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,60,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,70,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,80,50,10,2,12
Acne_Vulgaris,single,GDS3218,80,90,50,10,2,12
Acne_Vulgaris,single,GDS2478,90,10,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,20,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,30,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,40,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,50,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,60,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,70,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,80,100,17,1,18
Acne_Vulgaris,single,GDS2478,90,90,100,17,1,18
Acne_Vulgaris,single,GDS3215,90,10,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,20,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,30,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,40,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,50,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,60,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,70,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,80,0,6,0,6
Acne_Vulgaris,single,GDS3215,90,90,0,6,0,6
Acne_Vulgaris,single,GDS3218,90,10,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,20,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,30,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,40,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,50,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,60,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,70,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,80,100,11,1,12
Acne_Vulgaris,single,GDS3218,90,90,100,11,1,12
Acne_Vulgaris,multi,GDS2478,10,10,75,20,16,36
Acne_Vulgaris,multi,GDS2478,10,20,68.75,20,16,36
Acne_Vulgaris,multi,GDS2478,10,30,87.5,20,16,36
Acne_Vulgaris,multi,GDS2478,10,40,81.25,20,16,36
Acne_Vulgaris,multi,GDS2478,10,50,81.25,20,16,36
Acne_Vulgaris,multi,GDS3215,10,10,40,31,5,36
Acne_Vulgaris,multi,GDS3215,10,20,60,31,5,36
Acne_Vulgaris,multi,GDS3215,10,30,60,31,5,36
Acne_Vulgaris,multi,GDS3215,10,40,60,31,5,36
Acne_Vulgaris,multi,GDS3215,10,50,60,31,5,36
Acne_Vulgaris,multi,GDS3218,10,10,50,26,10,36
Acne_Vulgaris,multi,GDS3218,10,20,50,26,10,36
Acne_Vulgaris,multi,GDS3218,10,30,50,26,10,36
Acne_Vulgaris,multi,GDS3218,10,40,50,26,10,36
Acne_Vulgaris,multi,GDS3218,10,50,50,26,10,36
Acne_Vulgaris,multi,GDS2478,20,10,71.4286,22,14,36
Acne_Vulgaris,multi,GDS2478,20,20,71.4286,22,14,36
Acne_Vulgaris,multi,GDS2478,20,30,92.8571,22,14,36
Acne_Vulgaris,multi,GDS2478,20,40,100,22,14,36
Acne_Vulgaris,multi,GDS2478,20,50,92.8571,22,14,36
Acne_Vulgaris,multi,GDS3215,20,10,50,32,4,36
Acne_Vulgaris,multi,GDS3215,20,20,50,32,4,36
Acne_Vulgaris,multi,GDS3215,20,30,50,32,4,36
Acne_Vulgaris,multi,GDS3215,20,40,50,32,4,36
Acne_Vulgaris,multi,GDS3215,20,50,50,32,4,36
