"Source","Target","Bidirectional?","Type color","Data name (edge)","Concept","Ontology","Color","Data name (node)","Shared terms","Parent-child SNPs"
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELL_CYCLE_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RESPONSE_TO_NUTRIENT_LEVELS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","IMMUNE_SYSTEM_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","NEGATIVE_REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","RESPONSE_TO_NUTRIENT_LEVELS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_EXTERNAL_STIMULUS","POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","IMMUNE_RESPONSE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","INTERPHASE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","INTERPHASE_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CHEMICAL_HOMEOSTASIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","ANTI_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_BIOLOGICAL_QUALITY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","IMMUNE_SYSTEM_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","HOMEOSTATIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","NEGATIVE_REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","CELL_CYCLE_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","REGULATION_OF_TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RESPONSE_TO_NUTRIENT_LEVELS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","RESPONSE_TO_EXTERNAL_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","INTERPHASE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","INTERPHASE_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","ANTI_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELL_CYCLE_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","REGULATION_OF_TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","RESPONSE_TO_NUTRIENT_LEVELS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","RESPONSE_TO_EXTERNAL_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"PROGRAMMED_CELL_DEATH","NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","INTRACELLULAR_PROTEIN_TRANSPORT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","ESTABLISHMENT_OF_CELLULAR_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","PROTEIN_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","ESTABLISHMENT_OF_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","SECRETION_BY_CELL","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","SECRETION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","MACROMOLECULE_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","PROTEIN_TRANSPORT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELLULAR_LOCALIZATION","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","CELLULAR_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_BIOLOGICAL_QUALITY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","MACROMOLECULE_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","REGULATION_OF_TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RNA_METABOLIC_PROCESS","NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"SYSTEM_PROCESS","ESTABLISHMENT_OF_LOCALIZATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","BRAIN_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","REGULATION_OF_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","INTERPHASE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","CELL_CYCLE_GO_0007049","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","INTERPHASE_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_DEVELOPMENT","G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","y","#ff0000ff","Alcohol Dependence",,,,,"",""
